ID,log2FoldChange,lfcSE,CI_lower,CI_upper
mikado.Chr02G343,0.0896785853309911,0.158048424241527,-0.220096326182402,0.399453496844384
mikado.Chr02G338,-0.358140006263627,0.392311989375983,-1.12707150544055,0.4107914929133
mikado.Chr02G344,0.272671992297172,0.173118468310447,-0.0666402055913038,0.611984190185648
mikado.Chr02G339,-0.150586713993517,0.151235691922728,-0.447008670162064,0.14583524217503
mikado.Chr02G345,-0.00583880400240534,0.195910530551349,-0.38982344388305,0.37814583587824
mikado.Chr02G340,-0.208597300767507,0.127965925320188,-0.459410514395076,0.0422159128600616
mikado.Chr02G346,0.242761334950079,0.260638107148623,-0.268089355061222,0.753612024961381
mikado.Chr02G350,0.359536885954691,0.475329427302584,-0.572108791558374,1.29118256346776
mikado.Chr02G347,0.109341449051146,0.113755708817303,-0.113619740230769,0.332302638333061
mikado.Chr02G348,0.141446772147252,0.365339922217881,-0.574619475399795,0.8575130196943
mikado.Chr02G353,0.403808332796321,0.239824579456958,-0.0662478429393165,0.873864508531958
mikado.Chr02G354,-0.028840795267377,0.263460043772181,-0.545222481060851,0.487540890526097
mikado.Chr02G355,0.719004037582493,0.210154771181124,0.30710068606749,1.1309073890975
mikado.Chr02G359,0.0219137621692003,0.282465153512052,-0.531717938714422,0.575545463052822
mikado.Chr02G360,0.552308499243906,0.419993854227722,-0.270879455042429,1.37549645353024
mikado.Chr02G362,0.468124615793484,0.269751906044103,-0.0605891200529588,0.996838351639927
mikado.Chr02G363,0.112484657916268,0.329070243474794,-0.532493019294328,0.757462335126865
mikado.Chr02G364,0.0265755485473188,0.403609431684061,-0.764498937553441,0.817650034648079
mikado.Chr02G365,-0.371299624796891,0.515853291959445,-1.3823720770374,0.639772827443622
mikado.Chr02G358,0.0513337553957317,0.121306654175539,-0.186427286788325,0.289094797579788
mikado.Chr02G368,-0.0359724027349914,0.167995730824437,-0.365244035150889,0.293299229680906
mikado.Chr02G366,-0.096201891819954,0.20872482246127,-0.505302543844043,0.312898760204135
mikado.Chr02G367,0.2509121385423,0.116798070691583,0.0219879199867974,0.479836357097802
mikado.Chr02G372,-0.208294511594985,0.190951544890554,-0.582559539580471,0.165970516390501
mikado.Chr02G374,0.24188452467345,0.507271788233814,-0.752368180264825,1.23613722961173
mikado.Chr02G376,1.04893932583573,0.398625067466671,0.267634193601052,1.8302444580704
mikado.Chr02G377,0.424259014675781,0.985165776378736,-1.50666590702654,2.3551839363781
mikado.Chr02G378,0.157467915215324,0.268191908860298,-0.368188226150859,0.683124056581508
mikado.Chr02G385,0.0519485111436594,0.11500327364246,-0.173457905195563,0.277354927482882
mikado.Chr02G386,0.126336501236225,0.143561160406273,-0.155043373160071,0.40771637563252
mikado.Chr02G387,-0.233419077274532,0.130626888190102,-0.489447778127132,0.0226096235780668
mikado.Chr02G379,0.321499255413676,0.152240277663086,0.0231083111940282,0.619890199633323
mikado.Chr02G380,0.472033195995275,0.413710730073558,-0.338839834948899,1.28290622693945
mikado.Chr02G381,1.81958817801093,3.73309442559227,-5.49727689614991,9.13645325217178
mikado.Chr02G382,-0.276628089934026,0.344587274059148,-0.952019147089956,0.398762967221903
mikado.Chr02G383,0.120576401523442,0.422973088337383,-0.708450851617828,0.949603654664712
mikado.Chr02G384,-0.00360530593358103,0.203949060432508,-0.403345464381297,0.396134852514135
mikado.Chr02G394,0.100147441059964,0.173408520750669,-0.239733259611347,0.440028141731274
mikado.Chr02G401,0.0920001208415926,0.219808461350294,-0.338824463404983,0.522824705088168
mikado.Chr02G395,0.107618079783955,0.194293278772278,-0.273196746609709,0.488432906177619
mikado.Chr02G397,-0.00270575241138289,0.3183878512372,-0.626745940836294,0.621334436013528
mikado.Chr02G396,0.725916291667889,0.450465189839446,-0.156995480417425,1.6088280637532
mikado.Chr02G398,-0.474358517011954,0.356055928194945,-1.17222813627404,0.223511102250138
mikado.Chr02G399,-0.443166811382342,0.431078210001171,-1.28808010298464,0.401746480219953
mikado.Chr02G400,-0.150164548938797,0.151669583316529,-0.447436932239194,0.147107834361601
mikado.Chr02G390,-0.061477377962615,0.780602489224267,-1.59145825684218,1.46850350091695
mikado.Chr02G391,0.184188878053965,0.233765990023674,-0.273992462392436,0.642370218500365
mikado.Chr02G392,0.557687282339993,0.338879483644998,-0.106516505604203,1.22189107028419
mikado.Chr02G393,0.206532619658951,0.109338405184959,-0.00777065450356801,0.42083589382147
mikado.Chr02G441,0.36708540939109,0.277579075434334,-0.176969578460206,0.911140397242386
mikado.Chr02G440,-0.00595742426452962,0.23114946164284,-0.459010369084497,0.447095520555437
mikado.Chr02G433,-0.00259774287011382,0.133204799916239,-0.263679150705943,0.258483664965715
mikado.Chr02G436,0.527821345328927,0.488912329635255,-0.430446820756174,1.48608951141403
mikado.Chr02G432,0.0513889710467497,0.274088329971593,-0.485824155697573,0.588602097791073
mikado.Chr02G434,0.0333355652341519,0.18530907048542,-0.329870212917272,0.396541343385575
mikado.Chr02G437,0.257724448544066,0.200338852208246,-0.134939701784096,0.650388598872229
mikado.Chr02G402,0.168431395247324,0.150516826449543,-0.12658158459378,0.463444375088428
mikado.Chr02G404,4.89956219704008,3.71886922143342,-2.38942147696942,12.1885458710496
mikado.Chr02G408,-0.116409585362927,0.182862321087502,-0.474819734694432,0.242000563968577
